Datetime,ID
02/12/2016,134
01/12/2016,134
30/11/2016,133.4
29/11/2016,133.75
28/11/2016,133.95
27/11/2016,133.95
26/11/2016,133.95
25/11/2016,133.4
24/11/2016,133.5
23/11/2016,133.1
22/11/2016,132.95
21/11/2016,132.4
20/11/2016,132.4
19/11/2016,132.4
18/11/2016,0
17/11/2016,133.4
16/11/2016,133.4
15/11/2016,133.05
14/11/2016,133.05
13/11/2016,133.05
12/11/2016,133.05
11/11/2016,133
10/11/2016,134
09/11/2016,135.55
08/11/2016,136.05
07/11/2016,135.8
06/11/2016,135.8
05/11/2016,135.8
04/11/2016,134.2
03/11/2016,134
02/11/2016,134
01/11/2016,133.8
31/10/2016,133.5
30/10/2016,133.5
29/10/2016,133.5
28/10/2016,133.05
27/10/2016,133
26/10/2016,132.7
25/10/2016,132
24/10/2016,131.8
23/10/2016,131.8
22/10/2016,131.8
21/10/2016,131.5
20/10/2016,131.9
19/10/2016,131.2
18/10/2016,131.5
17/10/2016,131.5
16/10/2016,131.5
15/10/2016,131.5
14/10/2016,131.2
13/10/2016,131.5
12/10/2016,131
11/10/2016,131.1
10/10/2016,130.65
09/10/2016,130.65
08/10/2016,130.65
07/10/2016,129.15
06/10/2016,128.05
05/10/2016,128
04/10/2016,127.5
03/10/2016,127.5
02/10/2016,127.5
01/10/2016,0
30/09/2016,127.55
29/09/2016,127.95
28/09/2016,126.9
27/09/2016,127
26/09/2016,127
25/09/2016,127
24/09/2016,127
23/09/2016,127.5
22/09/2016,127.5
21/09/2016,127
20/09/2016,127
19/09/2016,127.2
18/09/2016,127.2
17/09/2016,127.2
16/09/2016,127.25
15/09/2016,127.8
14/09/2016,127.8
13/09/2016,127.8
12/09/2016,127.8
11/09/2016,0
10/09/2016,0
09/09/2016,128.05
08/09/2016,128
07/09/2016,127.8
06/09/2016,127.45
05/09/2016,126.45
04/09/2016,126.45
03/09/2016,126.45
02/09/2016,126.75
01/09/2016,126.75
31/08/2016,126.5
30/08/2016,127
29/08/2016,127
28/08/2016,127
27/08/2016,127
26/08/2016,127.3
25/08/2016,127.3
